ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.17,18.03,79.11,1462,2189.65,70,58,70,Cardamom
6.23,15.95,88.19,855,2061.66,78,66,84,Cardamom
5.53,17.82,77.76,1263,2379.51,66,46,97,Cardamom
5.78,29.37,82.34,1148,2448.57,41,80,93,Cardamom
6.13,28.56,76.46,821,2294.29,73,42,81,Cardamom
5.73,15.8,72.25,1285,1594.48,42,74,79,Cardamom
6.18,27.02,70.65,846,1893.11,77,52,89,Cardamom
5.91,12.7,72.35,727,2202.97,42,78,61,Cardamom
5.65,27.06,88.4,738,2458.96,74,74,92,Cardamom
5.88,33.57,82.35,1255,2210.16,73,48,71,Cardamom
6.38,30.1,87.76,1246,1868.13,44,51,63,Cardamom
6.45,22.74,73.77,1047,2447.99,71,57,66,Cardamom
5.81,18.92,78.35,1121,1540.96,44,49,63,Cardamom
6.49,34.26,81.22,731,1961.07,47,51,79,Cardamom
6.17,12.42,73.5,1233,1841.15,44,67,74,Cardamom
6.18,10.22,80.87,1247,1723.96,68,59,77,Cardamom
5.8,33.27,86.8,1421,1852.56,56,67,66,Cardamom
5.58,31.82,72.94,1241,1871.31,43,58,94,Cardamom
6.14,11.39,83.7,1065,1542.53,46,77,82,Cardamom
6.46,30.59,78.96,913,1701.77,40,58,69,Cardamom
6.05,28.93,81.55,1033,2001.01,41,76,91,Cardamom
5.96,19.06,71.5,1282,2017.29,56,60,86,Cardamom
6.25,10.59,89.84,1297,1571.04,46,44,100,Cardamom
6.0,23.84,79.8,794,2411.44,46,46,98,Cardamom
6.39,30.63,87.26,882,1685.98,63,48,87,Cardamom
6.4,18.25,82.35,923,2154.71,51,79,79,Cardamom
5.97,15.55,81.23,1198,1615.63,79,61,64,Cardamom
6.45,31.24,87.6,1429,2094.92,48,53,74,Cardamom
6.16,20.84,88.25,966,2480.24,69,55,86,Cardamom
5.75,27.81,74.47,823,1970.78,77,59,96,Cardamom
5.58,22.59,79.71,1196,2442.05,79,44,75,Cardamom
5.63,34.19,82.0,1393,1851.08,43,71,69,Cardamom
6.03,17.27,87.63,1041,1886.18,51,51,88,Cardamom
6.41,20.78,71.81,646,1835.83,43,62,98,Cardamom
5.93,26.51,83.82,794,1640.53,75,72,77,Cardamom
5.78,11.34,79.36,966,1535.04,64,50,84,Cardamom
6.47,20.2,81.93,672,2489.03,65,61,75,Cardamom
5.73,18.09,73.29,1481,2350.06,56,70,65,Cardamom
5.7,30.17,79.58,1097,2134.84,67,46,83,Cardamom
6.01,32.55,74.17,1441,1546.95,51,44,72,Cardamom
6.38,13.04,87.44,1112,2385.44,67,52,73,Cardamom
5.83,17.09,71.23,1297,1688.31,57,60,68,Cardamom
5.96,29.28,88.9,804,1696.41,73,57,87,Cardamom
5.74,12.31,88.69,1415,1643.45,78,74,81,Cardamom
5.8,19.07,79.77,753,1500.34,76,41,62,Cardamom
6.04,28.34,89.7,835,1713.31,78,41,69,Cardamom
5.67,14.57,87.09,1337,1651.59,61,74,72,Cardamom
6.07,17.95,85.41,1118,2132.58,58,42,74,Cardamom
6.04,29.16,77.04,1097,2279.75,64,57,63,Cardamom
5.99,27.88,86.06,757,1994.16,52,68,62,Cardamom
6.24,21.49,74.52,1171,2111.89,76,78,76,Cardamom
5.68,24.38,83.7,717,2473.83,57,54,91,Cardamom
5.98,13.84,89.51,1342,1920.65,60,67,100,Cardamom
5.88,15.92,70.3,1155,2157.82,71,80,94,Cardamom
5.79,29.58,89.48,1055,1679.81,75,51,90,Cardamom
6.46,32.98,77.03,1097,1516.5,43,59,78,Cardamom
6.28,31.63,70.11,946,2291.21,44,66,71,Cardamom
5.53,12.15,87.62,975,2173.39,70,74,67,Cardamom
5.63,28.24,84.6,966,1524.15,50,53,68,Cardamom
5.57,12.16,72.74,1229,2219.65,76,70,60,Cardamom
6.15,11.7,73.47,1135,1591.91,69,77,92,Cardamom
6.26,25.16,82.71,1458,1930.63,52,61,100,Cardamom
5.67,24.3,75.03,935,2074.6,42,71,96,Cardamom
6.42,26.24,89.81,912,1641.87,40,71,88,Cardamom
5.64,11.69,83.48,1399,1574.73,61,69,73,Cardamom
5.65,29.01,87.58,1023,2090.73,45,63,79,Cardamom
6.27,18.07,76.86,968,1687.49,71,72,87,Cardamom
6.15,29.22,80.26,998,2338.02,41,49,81,Cardamom
6.1,22.27,89.5,1490,1571.43,54,75,93,Cardamom
5.9,12.23,76.29,992,2141.27,62,67,96,Cardamom
5.86,22.55,75.12,1096,1758.15,77,49,86,Cardamom
5.92,30.18,84.45,1439,1722.87,57,50,68,Cardamom
5.97,23.47,77.96,711,1867.89,78,57,93,Cardamom
6.16,25.69,84.72,980,1625.21,63,55,98,Cardamom
6.24,14.72,76.21,1077,2198.02,57,53,97,Cardamom
5.5,16.34,50.74,647,599.46,110,24,116,Carrot
6.28,15.94,55.84,655,572.6,111,27,104,Carrot
6.75,17.37,51.26,685,696.66,93,23,111,Carrot
6.14,18.71,56.39,186,658.19,101,30,117,Carrot
6.26,19.41,58.17,713,507.63,103,38,109,Carrot
5.9,19.82,50.69,1422,516.93,88,33,97,Carrot
6.08,17.92,65.84,378,571.41,120,25,93,Carrot
5.52,19.78,67.01,914,663.93,108,38,100,Carrot
6.94,19.56,64.66,33,630.0,113,27,93,Carrot
6.11,16.97,57.7,506,687.85,90,24,120,Carrot
6.32,18.74,68.53,912,541.01,108,40,115,Carrot
6.64,15.47,58.86,1500,541.95,89,37,83,Carrot
5.58,17.77,62.43,1295,641.56,80,28,120,Carrot
6.61,15.35,66.33,851,602.32,111,32,95,Carrot
6.7,19.64,53.39,32,544.26,84,29,82,Carrot
5.74,16.94,58.52,285,682.55,99,38,100,Carrot
5.99,15.33,59.33,857,519.36,100,35,95,Carrot
6.64,15.6,57.53,1020,683.12,107,22,96,Carrot
6.81,19.21,68.28,579,611.68,118,30,80,Carrot
6.57,16.55,51.72,655,534.96,81,24,101,Carrot
5.9,16.85,62.96,56,580.7,96,39,98,Carrot
5.65,16.67,51.38,13,591.05,108,39,89,Carrot
6.45,15.39,66.37,301,621.07,93,24,111,Carrot
6.55,17.7,51.96,838,636.64,97,35,88,Carrot
5.63,18.76,51.16,1107,542.83,93,28,86,Carrot
6.55,15.29,56.61,503,656.8,91,33,105,Carrot
5.65,16.69,69.33,1431,653.48,99,28,97,Carrot
6.82,15.28,54.15,272,521.03,103,24,105,Carrot
6.11,16.36,55.93,1161,618.4,89,26,101,Carrot
6.62,18.77,61.19,770,551.86,109,23,120,Carrot
6.62,19.35,69.69,312,520.47,118,31,107,Carrot
6.71,17.39,67.62,1156,600.68,86,35,119,Carrot
5.77,15.58,66.16,318,580.17,88,22,87,Carrot
6.3,16.36,65.06,15,571.66,83,34,108,Carrot
5.86,16.36,69.7,228,633.22,97,33,118,Carrot
5.9,19.98,66.99,44,655.6,101,40,91,Carrot
6.11,15.89,63.52,1254,654.24,110,39,85,Carrot
6.51,16.38,63.05,703,548.15,120,20,100,Carrot
6.15,19.91,61.6,31,541.94,105,36,85,Carrot
6.74,15.12,57.59,500,549.13,116,29,84,Carrot
6.77,17.7,58.17,79,591.24,89,36,120,Carrot
6.04,19.04,55.55,210,658.96,111,26,118,Carrot
6.57,18.04,55.53,1188,676.79,99,29,89,Carrot
6.62,16.02,67.77,780,698.03,113,34,92,Carrot
5.59,17.25,57.85,1120,505.46,115,20,86,Carrot
5.62,16.06,67.41,863,677.82,109,28,98,Carrot
6.39,17.4,58.31,238,524.32,110,26,118,Carrot
7.0,16.15,61.27,303,506.37,100,33,82,Carrot
6.81,18.99,61.99,1494,641.57,97,29,120,Carrot
6.79,18.39,68.26,1334,572.79,83,38,110,Carrot
6.47,17.84,69.7,810,645.1,106,28,117,Carrot
6.16,17.97,67.4,308,614.77,114,21,84,Carrot
5.91,19.97,59.02,1320,542.45,103,26,120,Carrot
6.98,17.7,60.88,223,626.78,105,30,101,Carrot
6.96,17.97,56.49,638,501.69,106,29,80,Carrot
6.15,17.22,51.32,605,545.78,96,31,85,Carrot
5.96,18.05,51.0,419,516.87,81,32,113,Carrot
6.14,19.12,64.13,173,598.61,99,32,105,Carrot
5.71,15.33,63.89,59,577.23,96,40,83,Carrot
6.71,15.44,64.85,220,695.25,115,28,87,Carrot
6.4,17.52,50.78,705,530.1,91,27,92,Carrot
6.16,16.7,68.38,1177,691.93,86,35,80,Carrot
5.73,18.3,59.45,466,552.02,119,32,119,Carrot
6.61,17.95,52.17,867,676.9,102,28,98,Carrot
6.22,15.44,68.58,1334,610.27,100,26,94,Carrot
6.66,19.03,61.54,729,605.75,92,31,85,Carrot
6.34,18.44,60.8,700,626.88,90,22,111,Carrot
6.07,19.27,61.0,810,545.45,117,37,112,Carrot
5.53,17.22,64.92,838,594.66,116,40,109,Carrot
6.5,16.72,63.45,1075,503.85,99,34,87,Carrot
6.02,16.03,53.14,609,665.67,95,35,103,Carrot
6.58,19.16,57.72,103,672.44,93,33,80,Carrot
5.67,18.53,68.94,1236,687.84,94,33,119,Carrot
6.04,18.17,64.98,1158,685.01,114,33,93,Carrot
6.96,16.6,68.8,1426,539.64,111,31,109,Carrot
5.61,18.23,58.2,174,537.12,101,21,119,Carrot
6.58,16.0,50.04,397,523.7,115,37,90,Carrot
6.19,17.66,68.73,864,677.14,115,21,105,Carrot
6.82,15.59,50.47,1203,684.07,103,31,117,Carrot
6.39,18.21,50.84,800,560.13,81,24,104,Carrot
5.58,16.15,55.06,1387,535.85,112,37,102,Carrot
5.9,19.2,52.29,36,607.32,103,31,109,Carrot
6.41,16.54,66.58,1220,519.41,111,36,86,Carrot
6.51,16.46,54.39,1125,653.42,90,26,98,Carrot
6.89,16.95,56.84,875,659.36,83,32,110,Carrot
6.93,17.94,52.59,601,516.76,95,26,102,Carrot
6.1,15.86,58.77,374,599.48,80,40,86,Carrot
6.57,19.55,63.13,1215,685.16,85,28,94,Carrot
5.72,17.59,58.82,1162,696.37,81,38,105,Carrot
6.7,19.69,61.79,1306,620.55,86,25,86,Carrot
5.94,19.36,69.01,590,547.75,94,23,104,Carrot
6.16,19.52,64.1,1439,662.44,119,21,91,Carrot
5.91,19.05,50.64,1365,522.4,118,36,113,Carrot
5.98,18.96,58.44,1477,690.66,99,25,88,Carrot
6.89,15.52,58.55,876,559.3,105,30,94,Carrot
6.23,17.25,57.76,9,559.8,112,26,95,Carrot
6.48,19.78,54.82,208,675.78,114,26,106,Carrot
5.72,19.22,54.57,546,650.53,88,32,92,Carrot
6.22,18.62,62.75,162,535.14,86,22,81,Carrot
6.44,19.48,64.72,566,508.21,100,35,93,Carrot
6.94,19.02,52.76,708,696.61,91,34,107,Carrot
6.96,15.03,66.21,880,528.09,85,33,115,Carrot
5.52,16.7,65.76,793,628.34,108,25,106,Carrot
6.48,15.64,57.33,200,514.63,110,25,102,Carrot
6.97,19.04,62.91,776,629.63,100,22,97,Carrot
6.68,15.82,67.88,536,677.15,91,26,107,Carrot
5.77,15.74,61.23,723,545.89,116,28,91,Carrot
6.83,15.28,55.71,1427,566.92,120,27,82,Carrot
5.87,15.78,53.12,23,579.08,88,22,102,Carrot
6.84,18.38,56.65,571,605.66,90,21,85,Carrot
6.11,19.97,57.24,278,536.09,98,21,86,Carrot
6.25,16.15,69.1,694,546.98,120,29,117,Carrot
6.78,17.07,50.62,272,617.63,92,37,102,Carrot
5.77,19.0,66.47,958,633.52,89,27,112,Carrot
6.05,16.09,54.74,980,593.93,100,29,99,Carrot
6.15,18.84,64.06,352,661.87,85,26,110,Carrot
6.59,17.3,68.75,1319,516.6,117,39,88,Carrot
5.85,17.23,57.14,394,648.55,86,35,116,Carrot
5.98,17.9,58.7,1340,524.76,104,37,80,Carrot
6.45,19.75,69.11,459,675.89,115,26,106,Carrot
6.34,19.52,65.04,1447,512.52,107,36,115,Carrot
5.59,17.22,50.49,1379,652.03,88,33,108,Carrot
6.96,19.22,65.07,526,595.63,85,22,112,Carrot
6.24,18.15,55.06,1419,624.16,112,23,95,Carrot
6.69,16.22,53.55,1416,523.04,107,35,94,Carrot
5.72,19.72,54.6,69,505.62,89,30,91,Carrot
6.58,15.17,66.5,185,696.35,88,36,83,Carrot
6.41,19.4,61.75,1332,547.21,118,26,115,Carrot
6.74,15.52,66.73,826,699.62,106,29,102,Carrot
6.31,15.32,69.57,1415,516.01,110,33,107,Carrot
6.22,16.11,65.38,852,508.84,82,36,112,Carrot
6.59,16.74,55.61,799,691.75,113,20,93,Carrot
6.48,15.37,66.24,429,629.91,119,24,109,Carrot
5.51,16.66,53.39,214,673.19,108,36,100,Carrot
6.13,16.59,58.49,1305,616.66,106,27,109,Carrot
6.71,15.63,50.6,1178,693.94,86,38,112,Carrot
5.58,19.38,55.83,946,585.73,101,24,94,Carrot
6.33,17.1,52.4,793,648.58,117,37,105,Carrot
6.68,19.37,63.59,1248,615.06,89,38,104,Carrot
6.87,17.66,54.02,330,690.03,112,37,117,Carrot
5.97,16.93,65.56,1087,578.48,94,25,91,Carrot
5.57,16.44,62.95,792,624.84,106,36,101,Carrot
5.77,19.14,58.83,392,634.32,114,35,119,Carrot
5.65,16.99,65.75,1380,525.67,100,34,102,Carrot
5.59,17.66,67.04,321,570.89,117,35,107,Carrot
5.87,18.33,56.71,540,684.84,91,39,96,Carrot
6.53,16.87,64.8,316,563.01,82,25,88,Carrot
6.4,17.61,56.88,1173,514.36,117,21,93,Carrot
5.54,17.96,65.83,326,698.28,108,32,116,Carrot
6.16,17.01,64.21,871,656.85,111,20,87,Carrot
6.76,17.24,69.09,599,668.04,95,26,112,Carrot
5.69,17.03,62.91,1482,511.24,105,35,120,Carrot
6.18,15.75,51.87,1196,644.43,120,20,116,Carrot
6.78,15.11,55.95,1020,614.37,114,36,88,Carrot
5.72,15.79,62.65,678,518.18,89,29,88,Carrot
6.86,17.02,61.75,566,665.68,112,26,109,Carrot
6.91,16.33,58.89,1492,649.97,118,32,83,Carrot
6.27,15.33,52.1,1269,513.39,111,37,83,Carrot
6.08,18.13,51.01,457,693.83,117,21,101,Carrot
5.67,16.38,61.91,1222,612.53,95,22,120,Carrot
5.83,16.26,58.13,63,614.61,100,38,97,Carrot
6.49,19.72,68.16,820,505.78,88,24,103,Carrot
5.55,18.28,50.74,364,696.8,86,21,103,Carrot
6.64,15.81,60.27,818,638.86,104,32,86,Carrot
6.77,17.17,61.26,997,591.35,85,27,117,Carrot
6.69,18.76,63.6,222,673.65,116,28,111,Carrot
5.93,18.95,51.03,1183,658.58,87,37,120,Carrot
5.93,17.89,59.34,489,618.67,112,28,82,Carrot
6.29,17.31,52.01,1024,575.58,91,27,82,Carrot
6.33,17.33,68.36,367,616.38,105,30,81,Carrot
5.56,15.81,57.05,608,554.49,111,37,97,Carrot
6.84,15.98,60.17,154,695.32,100,21,95,Carrot
5.59,18.11,63.79,1472,666.71,85,28,86,Carrot
5.97,19.66,62.47,1338,681.96,109,23,89,Carrot
6.35,18.01,63.63,447,690.13,102,39,87,Carrot
6.07,15.79,66.64,1239,636.92,113,38,94,Carrot
6.92,15.99,50.01,1026,571.79,101,35,91,Carrot
5.79,16.0,69.94,971,615.64,85,26,108,Carrot
5.79,15.23,58.45,958,676.46,95,39,91,Carrot
5.94,15.52,53.5,1027,654.76,88,33,91,Carrot
5.68,19.52,62.72,864,601.25,102,37,114,Carrot
6.59,18.1,64.66,486,562.8,87,34,101,Carrot
6.73,17.18,57.83,78,657.91,108,22,81,Carrot
5.61,16.36,58.33,1315,691.6,84,31,108,Carrot
6.08,16.56,60.49,772,601.35,110,23,80,Carrot
6.12,17.07,52.91,31,513.04,93,34,97,Carrot
5.64,18.98,65.9,350,661.53,117,33,81,Carrot
7.0,18.36,56.44,1172,681.46,100,35,103,Carrot
6.82,18.25,64.95,1294,599.17,84,37,99,Carrot
6.27,15.18,65.07,125,594.77,105,34,98,Carrot
6.59,15.35,51.65,1127,555.97,84,37,87,Carrot
6.88,16.28,68.79,1193,575.7,99,28,88,Carrot
6.71,19.17,65.28,116,674.17,114,39,100,Carrot
6.98,16.72,64.49,629,672.5,108,24,98,Carrot
6.44,16.23,61.09,905,537.24,83,28,91,Carrot
6.38,17.27,69.81,731,568.56,116,21,87,Carrot
6.78,17.54,68.55,13,529.13,104,35,84,Carrot
6.28,15.91,53.9,58,618.05,110,30,80,Carrot
5.96,17.46,51.54,810,646.59,110,26,107,Carrot
6.15,16.9,56.84,852,651.08,119,26,118,Carrot
6.67,32.97,60.4,997,1001.46,109,28,104,Cashew
6.11,33.79,56.34,429,897.03,85,27,80,Cashew
6.14,26.0,56.88,763,863.21,113,26,106,Cashew
6.91,32.21,43.99,1364,452.75,112,27,87,Cashew
6.21,24.21,65.79,551,648.13,117,36,78,Cashew
6.02,22.05,54.75,460,432.76,85,34,72,Cashew
6.93,30.15,45.72,512,972.23,102,24,102,Cashew
6.43,28.6,55.2,457,1035.75,117,24,71,Cashew
6.52,26.11,47.47,1309,476.36,105,37,108,Cashew
6.78,29.61,56.33,1448,477.23,89,40,104,Cashew
6.47,31.91,44.64,742,400.5,114,38,109,Cashew
6.99,28.61,47.07,544,562.49,103,28,97,Cashew
6.82,32.9,48.42,774,1063.68,84,25,94,Cashew
6.22,26.78,41.01,591,1000.84,88,21,81,Cashew
6.1,25.6,64.81,1150,666.03,93,32,117,Cashew
6.09,27.01,68.18,1499,1158.2,115,36,113,Cashew
6.56,21.99,56.39,1435,512.84,103,31,119,Cashew
6.35,25.29,58.3,664,470.09,103,34,76,Cashew
6.53,22.28,65.21,652,856.47,92,28,115,Cashew
7.0,21.33,57.43,685,965.59,105,39,120,Cashew
6.97,26.4,43.41,103,858.86,84,36,87,Cashew
6.17,26.69,60.65,216,899.17,120,30,74,Cashew
6.84,22.32,46.81,1339,602.24,118,40,73,Cashew
6.07,30.46,65.96,1395,819.4,120,26,95,Cashew
6.72,26.08,50.68,575,1099.75,104,21,97,Cashew
6.97,27.4,64.03,999,611.65,107,31,115,Cashew
6.02,26.67,56.34,110,765.2,96,31,105,Cashew
6.87,26.63,50.52,857,521.23,104,26,91,Cashew
6.27,26.01,52.69,1296,518.21,120,28,100,Cashew
6.77,28.26,46.07,1482,773.67,100,24,73,Cashew
6.89,34.66,43.6,1040,400.4,102,20,115,Cashew
6.21,25.62,61.44,448,1028.37,92,29,96,Cashew
6.11,27.22,48.21,592,534.39,119,34,74,Cashew
6.03,30.5,41.61,1400,693.29,118,23,114,Cashew
6.56,34.41,44.18,500,834.98,105,22,107,Cashew
6.35,27.86,54.01,474,914.37,101,31,81,Cashew
6.97,31.39,40.09,1154,419.87,111,27,86,Cashew
6.14,22.19,48.21,1457,1126.43,104,21,105,Cashew
6.5,24.63,47.95,1374,1158.92,100,29,98,Cashew
6.54,34.52,63.94,1417,580.68,114,38,96,Cashew
6.79,21.35,65.27,708,424.5,107,21,100,Cashew
6.86,24.24,59.63,1151,1050.21,104,39,97,Cashew
6.75,27.91,51.31,894,1176.1,120,30,86,Cashew
6.35,20.25,43.9,369,1090.26,84,23,105,Cashew
6.78,22.56,57.8,1074,771.2,91,24,73,Cashew
6.25,27.07,51.41,239,423.33,110,30,110,Cashew
6.82,29.28,44.05,1258,1037.0,119,39,114,Cashew
6.6,34.67,48.8,106,676.04,97,23,75,Cashew
6.91,22.11,40.01,793,557.3,116,37,83,Cashew
6.48,24.47,51.75,847,466.98,114,25,81,Cashew
6.78,24.79,58.87,675,498.2,89,39,99,Cashew
6.57,24.03,60.01,121,618.94,87,26,93,Cashew
6.42,33.03,40.42,421,494.82,104,32,95,Cashew
6.22,26.01,65.87,291,733.3,82,34,116,Cashew
6.25,29.95,67.51,581,452.57,118,23,92,Cashew
6.18,20.45,62.31,553,534.78,86,37,98,Cashew
6.7,28.69,55.6,446,1070.42,85,27,101,Cashew
6.96,23.27,52.54,750,751.45,116,24,73,Cashew
6.84,21.94,49.0,868,1087.51,113,31,94,Cashew
6.73,32.24,69.79,291,833.63,100,32,105,Cashew
6.89,27.0,64.04,123,830.99,118,30,78,Cashew
6.03,22.26,66.42,841,478.62,82,34,116,Cashew
6.1,26.39,49.09,646,781.22,101,32,88,Cashew
6.89,24.91,55.52,748,701.58,89,22,74,Cashew
6.74,32.58,55.27,1236,678.63,115,28,73,Cashew
6.03,30.83,40.05,1370,511.83,91,34,99,Cashew
6.43,31.53,63.24,155,1050.01,89,21,88,Cashew
6.62,34.97,41.43,866,558.79,92,38,81,Cashew
6.93,24.63,45.73,739,929.14,108,24,97,Cashew
6.28,33.22,54.57,380,428.86,93,22,118,Cashew
6.58,24.51,64.57,1160,958.05,108,39,111,Cashew
6.78,27.41,60.28,64,542.54,98,27,96,Cashew
6.79,26.63,48.41,1479,991.81,109,27,111,Cashew
6.93,31.7,65.12,894,729.5,91,32,99,Cashew
6.91,21.1,47.91,750,724.61,120,34,71,Cashew
6.75,21.16,50.25,315,1172.5,112,40,102,Cashew
6.24,28.36,41.81,510,611.9,80,39,82,Cashew
6.93,21.57,48.39,151,1181.96,91,23,95,Cashew
6.79,33.9,58.12,304,860.44,111,35,92,Cashew
6.47,32.79,42.55,1058,1194.42,113,39,70,Cashew
6.16,27.54,51.93,1142,699.84,100,23,96,Cashew
6.61,27.28,53.24,1104,893.73,96,38,119,Cashew
6.62,26.78,62.16,1233,1119.2,85,34,73,Cashew
6.61,29.57,54.28,629,872.29,116,36,88,Cashew
6.35,34.23,55.17,886,946.81,107,34,86,Cashew
6.46,32.61,62.12,81,592.88,106,25,78,Cashew
6.19,20.36,60.81,1114,428.08,80,30,115,Cashew
6.81,23.33,53.57,1419,686.66,118,29,100,Cashew
6.89,23.3,63.32,165,660.72,106,26,120,Cashew
6.24,26.66,48.97,1354,446.22,105,22,86,Cashew
6.46,31.31,63.34,434,848.44,80,21,79,Cashew
6.52,31.92,54.56,531,1000.83,109,37,85,Cashew
6.55,20.64,42.12,583,780.76,100,31,97,Cashew
6.09,22.01,63.29,1444,1157.67,119,27,73,Cashew
6.76,29.59,44.16,1015,645.01,100,35,87,Cashew
6.67,22.17,42.32,842,1011.83,89,35,92,Cashew
6.5,24.08,49.88,154,1005.75,84,33,101,Cashew
6.63,23.51,44.34,453,929.07,108,27,72,Cashew
6.16,30.71,57.1,441,1054.7,94,22,77,Cashew
6.27,27.6,59.38,199,1049.0,102,24,90,Cashew
6.77,29.69,48.85,670,727.3,100,23,93,Cashew
6.69,29.27,56.97,652,508.31,107,21,73,Cashew
6.09,21.54,51.37,909,1000.07,114,29,75,Cashew
6.71,31.89,47.59,570,426.93,86,38,94,Cashew
6.41,30.07,61.86,406,756.71,91,24,78,Cashew
6.18,25.18,49.41,1006,634.52,114,35,82,Cashew
6.04,24.46,43.99,449,404.19,105,25,104,Cashew
6.57,27.94,49.58,1077,1110.14,111,33,86,Cashew
6.27,26.34,60.46,708,981.91,95,21,70,Cashew
6.84,23.0,46.36,583,793.18,90,39,106,Cashew
6.06,24.95,66.17,686,495.02,91,26,101,Cashew
6.46,23.48,60.97,1073,727.87,93,30,118,Cashew
6.84,34.88,60.17,1106,719.46,80,27,80,Cashew
6.73,28.49,62.65,653,1022.74,102,24,117,Cashew
6.16,20.4,62.32,172,930.11,84,24,107,Cashew
6.52,22.11,65.15,859,681.21,117,37,107,Cashew
6.32,21.66,43.28,778,858.08,100,40,85,Cashew
6.02,27.11,66.67,382,844.88,80,20,115,Cashew
6.47,23.34,49.97,1284,473.74,112,22,107,Cashew
6.92,20.47,57.6,723,749.14,91,32,83,Cashew
6.99,33.16,49.7,1343,800.14,86,33,110,Cashew
6.74,31.57,42.4,477,935.46,109,35,76,Cashew
6.22,33.62,50.92,107,1186.45,117,40,94,Cashew
6.77,29.3,46.74,1397,648.22,82,35,80,Cashew
6.59,32.83,41.27,570,421.74,83,26,120,Cashew
6.49,33.71,54.67,1258,465.08,120,39,87,Cashew
6.88,34.52,42.38,1255,1156.64,92,22,104,Cashew
6.31,30.24,42.73,693,455.99,116,30,85,Cashew
6.51,32.58,48.61,980,670.56,93,30,84,Cashew
6.54,31.66,46.23,1458,520.51,94,39,83,Cashew
6.46,33.3,53.02,112,520.8,107,29,103,Cashew
6.05,28.21,67.36,697,1030.27,111,30,120,Cashew
6.88,24.07,53.44,94,1039.19,88,22,95,Cashew
6.43,30.71,56.3,406,947.01,89,22,90,Cashew
6.26,25.18,41.26,1267,1154.32,91,39,96,Cashew
6.24,33.75,63.01,1080,758.63,101,25,112,Cashew
6.26,32.38,53.83,1216,1106.66,93,32,94,Cashew
6.12,20.76,41.86,529,922.43,107,28,90,Cashew
6.66,20.32,51.22,212,552.5,98,31,115,Cashew
6.85,30.86,66.37,1282,470.46,98,29,117,Cashew
6.64,20.86,55.42,113,438.61,81,30,102,Cashew
6.89,26.04,67.95,1144,708.09,95,29,113,Cashew
6.84,21.39,55.86,1478,861.17,81,35,78,Cashew
6.17,23.85,52.32,1146,671.4,93,29,105,Cashew
6.6,22.3,50.96,1491,806.75,111,26,81,Cashew
6.81,28.46,49.38,397,440.81,113,26,98,Cashew
6.59,33.54,46.4,298,429.76,82,30,81,Cashew
6.97,22.91,62.16,722,732.25,99,22,95,Cashew
6.08,20.89,46.21,153,636.68,119,20,110,Cashew
6.41,30.43,64.67,178,551.77,110,29,101,Cashew
6.61,28.15,63.56,929,1068.43,106,20,98,Cashew
6.92,33.62,64.15,1352,512.03,80,30,105,Cashew
6.29,20.39,59.59,425,741.34,95,34,94,Cashew
6.2,31.4,69.48,357,567.65,82,26,95,Cashew
6.94,20.75,67.59,355,770.11,100,33,92,Cashew
6.29,34.04,55.74,524,821.11,82,22,84,Cashew
6.34,22.7,66.18,70,479.27,108,24,118,Cashew
6.35,24.45,42.6,581,940.49,92,30,109,Cashew
6.56,27.44,55.72,60,970.6,100,32,81,Cashew
6.01,22.36,42.69,127,1025.19,102,29,112,Cashew
6.16,34.7,58.22,859,1145.43,115,37,100,Cashew
6.52,22.71,44.03,1230,961.91,99,34,75,Cashew
6.24,24.47,60.72,1415,904.14,114,26,74,Cashew
6.56,23.07,65.0,121,464.68,116,32,81,Cashew
6.94,32.3,59.99,368,1049.25,95,35,81,Cashew
6.74,31.42,57.65,449,1155.23,107,28,70,Cashew
6.29,23.28,49.6,1099,598.59,96,29,95,Cashew
6.55,21.36,52.89,665,493.52,99,33,112,Cashew
6.82,28.87,55.81,689,638.43,99,37,116,Cashew
6.02,27.29,65.31,1097,1124.32,86,36,114,Cashew
6.77,33.96,69.86,305,502.93,118,38,86,Cashew
6.39,30.01,55.16,859,1112.66,100,32,80,Cashew
6.1,23.84,66.31,1276,1132.98,90,30,102,Cashew
6.57,30.74,67.16,1193,566.51,113,26,93,Cashew
6.19,32.6,65.06,774,1109.98,99,29,119,Cashew
6.83,30.68,62.12,972,1106.8,95,35,81,Cashew
6.87,34.7,48.59,906,628.03,100,31,81,Cashew
6.22,20.43,60.18,399,517.72,80,21,71,Cashew
6.71,27.73,52.71,999,1011.06,115,37,110,Cashew
6.09,20.44,58.64,311,1070.12,115,37,78,Cashew
6.27,22.18,53.55,689,1118.7,93,29,75,Cashew
6.31,32.11,64.1,205,1067.32,85,33,98,Cashew
6.2,33.21,66.23,197,1102.02,111,22,87,Cashew
6.55,24.56,47.75,785,466.68,113,31,79,Cashew
6.87,20.71,61.49,645,1158.63,106,31,94,Cashew
6.33,20.62,65.03,846,506.18,115,20,89,Cashew
6.48,22.26,40.65,366,1063.44,98,30,71,Cashew
6.58,23.81,50.31,221,1144.95,84,34,101,Cashew
6.96,30.66,67.73,233,758.4,92,33,113,Cashew
6.01,20.51,61.1,601,629.74,92,31,89,Cashew
6.63,21.2,64.35,150,663.98,110,29,89,Cashew
6.84,34.95,42.87,1281,451.37,81,35,104,Cashew
6.41,28.71,56.23,637,1095.04,120,35,90,Cashew
6.46,31.79,51.44,637,430.43,84,26,80,Cashew
